sentence
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is POSITIVE.
The sentiment for Target in the given sentence is POSITIVE.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is POSITIVE.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is POSITIVE.
The sentiment for Target in the given sentence is NEGATIVE.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is POSITIVE.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is POSITIVE.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is POSITIVE.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is POSITIVE.
The sentiment for Target in the given sentence is NEGATIVE.
The sentiment for Target in the given sentence is NEGATIVE.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEGATIVE.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEGATIVE.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
The sentiment for Target in the given sentence is NEUTRAL.
